,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
200002,   3.62,   6.25,   4.97,   4.19,  34.44,  21.46,   2.05,  42.79,  -4.83,   0.97
200003,   4.51,   6.38,   3.87,  16.75,  -3.47,  -3.32,   3.40,  -9.00,   5.59,   1.73
200004,  -4.45,  -6.64,  -2.84,  -3.85, -20.28, -17.30,  -5.58, -13.63,   5.20,  -3.89
200005,  -1.55,  -8.24,  -4.66,  16.24, -14.27, -13.64,  -6.00,  -7.32,   1.86,  -2.46
200006,   2.31,   2.56,   3.21,   3.28,  17.27,  10.45,   1.88,  19.18,  -3.41,   2.26
200007,   0.39,  -1.41,  -0.73,  -6.47,  -8.25,  -9.67,  -2.65,  -2.30,   4.92,   1.66
200008,   2.14,   5.57,   3.84,  16.23,  10.02,  -0.28,   2.75,  12.31,   6.49,   3.99
200009,  -0.60,  -6.42,  -5.29,   4.76, -10.85, -15.93,  -5.54,  -0.12,   6.50,  -1.15
200010,  -4.60,  -5.10,  -3.06,  -7.15, -13.15, -11.40,  -5.75,  -8.02,  -1.36,  -3.62
200011,  -6.97, -12.35,  -8.64,  -4.66, -26.68, -27.41, -10.10, -13.63,   3.41,  -5.77
200012,  -0.78,  -2.03,   1.42,  24.78,  -9.50,  -5.70,  -3.73,  -3.77,   7.91,   2.59
200101,  18.61,  20.74,  16.41,   0.45,  46.58,  53.10,  27.58,  21.89,  -7.39,  15.23
200102,  -0.92,  -2.13,  -3.01,   1.32, -21.78, -20.02,  -2.91,  -9.02,   2.53,  -2.14
200103,  -2.76,  -6.30,  -5.01,   0.55, -16.43, -16.18,  -4.00,  -9.40,   2.08,  -2.83
200104,   3.28,   8.72,   5.80,   7.41,  14.22,   3.04,   5.64,  12.80,   3.66,   4.26
200105,   7.05,   8.09,   5.83,   4.42,   4.24,  -0.20,   8.36,  13.62,   0.73,   6.94
200106,   0.35,   2.59,  -0.82, -13.00,  -0.16,   0.03,   3.17,   7.16,  -2.18,   2.76
200107,   0.29,  -2.26,  -2.38,  -3.96,  -9.82, -10.73,  -0.42,  -2.66,  -3.51,   1.05
200108,  -0.77,  -3.94,  -3.45,  -5.96,  -9.96, -11.98,  -0.17,  -2.83,   0.38,  -1.44
200109, -11.66, -17.80, -13.85, -13.69, -18.97, -20.12, -12.57, -11.82,  -4.89,  -9.51
200110,   3.97,   4.85,   3.48,  11.73,  20.66,   6.04,   4.29,  11.99,  -0.15,   1.80
200111,   4.85,   9.10,   5.98,  -5.10,  15.34,  15.25,   8.79,   7.06,   0.24,   5.37
200112,   4.08,   6.63,   4.72,   6.12,   8.69,   7.18,   6.62,   6.45,   3.90,   5.53
200201,   2.11,   5.34,   2.34,  -4.92,   3.51, -11.81,   5.64,  -3.54,  -2.78,   2.88
200202,   1.41,   0.19,   0.17,   1.47, -11.83, -12.69,  -1.96,  -7.77,  -0.21,  -0.22
200203,   8.10,   6.89,   9.70,  14.54,  10.29,   5.48,   8.53,   6.50,   7.32,   6.19
200204,   5.19,   5.67,   1.58,   1.09,  -6.40,  -7.24,   4.87,  -6.27,   0.90,   3.58
200205,   1.32,  -2.29,  -2.68,  -5.61,  -6.96,  -7.31,   1.52,  -4.28,  -4.13,   0.01
200206,  -4.35,  -4.88,  -5.31,  -5.81, -13.50, -17.51,  -5.00, -10.09,  -4.26,  -2.82
200207,  -9.99, -12.56, -11.93, -14.81, -15.36, -12.39, -14.61, -11.14, -11.47,  -9.32
200208,   0.07,   0.24,  -1.33,   4.50,   0.54,   1.66,  -1.89,  -0.67,   2.83,   0.77
200209,  -8.00,  -8.05,  -9.48,  -4.01, -14.33, -11.25,  -7.86,  -8.62,  -7.36,  -5.77
200210,   3.86,   0.81,   2.72,   1.42,  12.65,   9.31,   0.36,   4.46,  -0.33,   1.64
200211,   8.34,   8.94,   9.77,   2.69,  26.98,  27.19,   9.88,  11.37,   2.27,   6.79
200212,  -1.93,  -4.78,  -5.06,   2.01, -11.40,  -7.24,  -5.85,  -7.06,   1.93,  -1.48
200301,  -2.09,  -1.83,  -1.61,   1.98,   1.83,  -0.25,  -2.72,   1.64,  -2.58,   0.55
200302,  -2.92,  -4.68,  -3.85,   3.96,  -3.10,  -5.55,  -4.51,  -2.63,  -4.48,  -1.62
200303,   0.28,  -4.19,  -1.15,  -0.93,   1.00,   1.03,   0.64,   4.74,   3.22,   1.79
200304,   8.18,  10.03,   8.16,   0.84,  12.62,  15.04,  10.07,  15.29,   8.58,   8.37
200305,   6.88,   5.37,   9.82,  20.55,  23.40,  18.43,  10.24,  23.60,  10.17,   8.70
200306,   3.19,   3.89,   2.76,   6.03,   5.55,   8.85,   7.41,   8.97,  -1.15,   4.04
200307,   3.75,   8.14,   6.52,  -4.31,  12.34,   8.05,   8.39,   6.63,  -2.32,   6.11
200308,   4.12,   5.28,   6.43,   7.11,   7.75,   1.77,   6.51,   4.61,   0.70,   2.75
200309,   2.07,   0.47,  -0.27,   0.00,   3.95,  -0.56,  -0.20,   7.20,   2.36,   1.62
200310,   6.08,   9.70,   9.17,   5.82,  12.64,   6.07,   9.96,   5.09,   2.81,   7.33
200311,   2.79,   1.49,   3.97,   2.65,   4.84,   5.47,   3.46,   2.68,   1.96,   3.72
200312,   2.62,   4.61,   6.94,  17.45,   0.47,   3.74,   1.92,   4.06,   3.82,   3.02
200401,   4.00,   2.80,   5.18,   5.44,  12.37,   8.49,   5.52,  11.98,   1.92,   4.20
200402,   4.24,  -0.80,   1.44,   4.36,  -2.60,  -2.28,   3.81,   0.40,   1.92,   2.12
200403,  -0.15,  -0.74,   0.34,   3.28,  -1.77,  -4.00,   1.44,   0.45,   0.63,   1.03
200404,  -0.10,  -1.11,  -1.33,   3.21,  -7.19,  -5.67,  -1.92,  -1.08,  -3.23,  -3.38
200405,   0.52,  -2.45,   0.81,  -0.91,   2.17,  -2.09,  -0.94,  -4.01,  -0.09,   0.16
200406,   2.50,   3.73,   6.38,   7.70,   1.33,  -1.87,   3.41,  -0.18,   2.45,   2.44
200407,  -4.91,  -5.70,  -4.76,   0.60, -13.47,  -8.34,  -5.50,  -9.86,  -1.04,  -3.10
200408,  -2.11,  -4.32,  -1.32,  -5.17,  -3.07,  -2.43,  -2.94,   0.17,   2.66,   0.00
200409,   1.80,   0.48,   4.63,  12.69,   4.56,   1.68,   4.15,   4.14,   1.14,   3.45
200410,   1.69,  -0.47,   0.03,   2.21,   3.62,   3.26,   2.27,  -1.09,   2.22,   2.30
200411,   6.59,   8.82,  11.87,   9.75,   9.63,  12.23,   9.43,   8.30,   5.03,   6.70
200412,   6.58,   5.25,   5.35,  -0.78,   8.61,   8.55,   5.16,   7.36,   1.83,   4.61
200501,  -0.56,  -6.09,  -3.13,   3.30,  -7.73,  -5.47,  -2.01,  -3.91,   0.17,  -2.22
200502,   0.61,  -0.80,   2.98,  16.35,   0.04,  -1.33,   1.40,  -1.99,   1.70,   0.68
200503,  -1.69,  -7.01,  -1.20,  -0.17,  -4.57,  -4.25,   0.50,  -7.30,  -0.47,  -2.36
200504,  -2.79, -10.13,  -7.79,  -7.42,  -8.15,  -7.59,  -6.07,  -3.51,  -0.12,  -4.42
200505,   4.17,   5.86,   4.02,   5.50,   6.86,   2.56,   6.20,   4.88,   4.09,   3.81
200506,   3.96,   5.04,   2.61,  13.34,   1.95,   3.17,   3.90,   3.22,   4.11,   2.84
200507,   4.15,   5.30,   8.46,  11.09,   7.32,   3.09,   6.88,   8.79,   3.47,   4.79
200508,  -2.96,  -2.74,  -1.04,   6.91,  -1.02,  -1.68,  -3.63,  -0.93,   0.19,  -1.21
200509,  -1.66,  -2.02,   0.22,  11.65,   1.29,  -1.10,  -2.45,   0.37,   2.64,   0.46
200510,  -4.36,  -5.55,  -4.48, -10.11,  -3.14,  -6.20,  -2.23,  -4.58,  -6.53,  -1.14
200511,   1.92,   2.51,   4.31,   1.22,   5.12,   2.30,   4.96,   2.31,   0.21,   3.34
200512,  -0.99,  -0.08,   2.01,   3.39,   1.33,  -0.39,   0.78,   0.02,  -0.32,   0.36
200601,   5.10,   4.82,  11.36,  17.81,   9.37,   3.62,   6.74,  11.20,   3.70,   4.57
200602,   1.69,  -0.11,   0.14, -11.72,   0.88,   1.14,   1.23,   2.21,   0.57,   0.54
200603,   3.21,   4.31,   6.13,   6.43,   5.25,   5.43,   4.38,   2.63,  -1.74,   3.41
200604,   1.09,   2.12,   4.00,   5.62,   0.22,  -0.15,   0.77,  -3.80,   0.97,   0.53
200605,  -2.96,  -2.23,  -5.59,  -6.17,  -8.25,  -4.16,  -4.83,  -7.38,  -0.84,  -2.20
200606,  -0.15,  -0.47,  -1.37,   3.27,  -2.90,  -2.82,  -0.95,  -2.03,   1.73,   0.22
200607,  -2.83,  -6.55,  -4.45,  -0.30,  -5.37,  -3.28,  -3.78,  -4.68,   5.40,  -2.41
200608,   2.01,  -0.35,   1.34,  -3.79,   4.33,   3.47,   1.04,   3.72,   1.66,   1.12
200609,   1.29,   2.12,   0.21,  -8.96,   1.18,   2.66,   4.60,  -0.43,  -2.30,   1.50
200610,   5.33,   5.33,   6.50,   5.74,   4.17,   5.90,   5.32,   6.38,   5.06,   3.71
200611,   1.65,   4.23,   3.66,   7.53,   2.60,   0.47,   0.19,   2.67,   2.63,   2.17
200612,   2.61,   3.30,   0.80,  -5.01,   1.10,   3.24,   1.24,   1.51,   0.39,   1.71
200701,   3.61,   3.69,   2.81,  -1.36,   2.37,   5.36,   2.93,   4.53,   0.13,   1.18
200702,   0.26,   0.28,   2.01,  -0.97,   0.58,  -1.20,   0.38,   0.08,   2.20,  -0.93
200703,   1.36,  -1.32,   0.96,   3.84,   0.59,  -0.80,   1.47,  -0.01,   4.00,  -1.16
200704,   0.77,   3.15,   4.26,   6.35,   2.25,   2.49,   2.15,   4.99,   2.20,   0.44
200705,   2.23,   4.57,   4.42,   5.11,   2.36,   4.91,   1.38,  -0.25,   0.35,   2.27
200706,   0.51,  -1.29,   1.61,   0.01,   1.41,  -1.02,  -1.37,  -3.68,  -3.79,  -1.82
200707,  -5.99,  -5.56,  -2.83,  -7.17,  -3.19,  -4.23,  -6.04,  -4.99,  -4.13,  -7.03
200708,  -2.54,  -3.19,  -2.04,  -3.58,  -1.70,  -2.42,  -2.22,  -0.14,   2.04,  -0.20
200709,  -0.14,   0.94,   2.42,   5.58,   3.24,  -0.82,  -1.06,   2.94,   1.92,   0.18
200710,  -1.35,  -0.60,   1.24,   5.37,   3.20,  -0.12,  -0.08,   2.82,   5.12,  -1.47
200711,  -8.73, -10.57,  -8.54,  -9.53,  -9.81, -10.99,  -9.01,  -8.18,  -1.62,  -7.57
200712,  -0.78,  -1.75,   0.46,   5.40,  -0.01,  -3.09,  -4.36,  -2.66,   0.36,  -3.17
200801,  -5.24,  -5.87,  -7.75,  -5.24, -10.09,  -9.49,  -3.94,  -5.19,  -6.26,  -1.12
200802,  -1.11,  -5.00,  -0.36,   7.21,  -3.03,  -6.79,  -5.36,  -1.64,  -4.01,  -4.60
200803,  -1.77,  -3.65,  -2.26,  -2.27,  -3.16,  -1.50,  -1.22,  -5.68,  -0.09,  -2.32
200804,   1.25,   0.57,   4.51,  10.32,   3.31,   0.27,   2.83,   2.25,   5.57,   0.12
200805,   2.18,   2.60,   6.06,  18.94,   5.38,   3.80,   1.90,   3.46,   3.78,  -0.44
200806, -11.71, -14.93,  -9.68,  11.95,  -8.45, -11.35, -11.37,  -6.96,  -3.16, -13.39
200807,   1.00,  -1.22,   0.77, -18.13,  -0.81,  -4.10,   1.23,   6.42,  -2.23,   2.78
200808,   3.07,  -0.14,   1.90,  -1.52,   1.92,   2.92,   5.33,  -0.06,   1.45,   3.14
200809,  -6.68, -11.92, -16.01, -22.94, -14.44, -15.90,  -9.53, -13.08,  -8.39,  -6.15
200810, -21.40, -31.73, -25.46, -32.51, -22.54, -26.74, -24.07, -19.01, -10.49, -18.24
200811, -16.64, -16.64, -15.59, -19.51, -14.34, -13.38, -18.77, -13.90,  -1.17, -12.62
200812,   2.97,  -3.29,   2.13,  -8.11,   3.29,   5.07,   8.12,   6.99,  -0.46,   1.60
200901,  -7.94,  -6.19,  -8.25,  -1.90,   0.53,  -4.63,  -4.79,   6.23,  -1.45,  -9.31
200902, -10.32, -17.36, -16.51, -19.85,  -8.64,  -9.51,  -7.30, -11.93, -13.34, -12.29
200903,   8.95,  19.45,  10.16,   8.57,  12.42,  12.11,  17.97,  13.54,   2.91,  12.58
200904,  27.72,  38.65,  27.68,  24.25,  20.40,  24.61,  34.90,  13.84,   3.69,  18.39
200905,  12.15,   4.35,   6.86,  28.65,   8.38,  10.49,   7.07,  18.37,   2.65,   6.48
200906,  -1.47,   8.26,   1.97,  -8.06,   7.71,   1.77,   4.60,  10.71,   5.64,   0.03
200907,  14.73,  19.67,  12.55,   6.46,   8.58,   7.41,   9.54,   9.08,   4.88,   6.20
200908,   8.73,  10.88,   8.10,   3.61,   5.97,  19.61,   6.36,   5.57,   0.47,   5.88
200909,   6.38,   8.29,   9.27,  17.53,  10.66,  11.73,   5.74,   8.36,   2.39,   2.34
200910,  -2.39,  -4.25,  -6.09,  -5.32,  -6.67,  -3.76,  -4.27, -10.54,  -2.59,  -7.33
200911,   1.14,   5.81,   5.17,  -1.31,   2.84,   4.27,   1.27,   2.96,   3.36,  -0.56
200912,   6.80,   8.42,   8.26,   9.00,   8.52,  10.13,   5.62,   8.09,   6.00,   3.55
201001,   0.05,  -1.09,  -2.34,  -2.47,  -3.00,  -4.10,  -1.21,  -0.04,  -4.24,   2.08
201002,   5.82,   4.96,   4.64,   5.39,   5.17,   3.27,   5.79,   2.14,   0.04,   2.46
201003,   9.72,   7.92,   8.73,   3.49,   8.04,  10.90,  10.36,   8.02,   4.20,   6.94
201004,   5.51,  10.22,   8.71,   9.41,   5.17,  10.76,   7.48,   6.95,   3.47,   9.24
201005,  -6.53,  -9.73,  -8.75, -12.91,  -6.96,  -7.51,  -7.23,  -9.04,  -6.58,  -8.39
201006,  -6.21, -11.65,  -8.51,  -6.10,  -6.08,  -6.99, -10.29,  -7.72,  -1.15,  -8.96
201007,   5.56,   8.18,   8.65,   7.52,   6.52,   7.37,   5.98,   3.02,   5.72,   4.34
201008,  -8.05,  -6.89,  -7.62,  -7.08,  -5.82,  -8.82,  -8.21,  -5.56,  -1.74,  -7.55
201009,   8.87,  12.51,  11.52,  12.59,  13.88,  11.39,  14.04,  11.17,   4.71,   7.90
201010,   1.92,   7.71,   7.32,   4.67,   5.94,   5.68,   3.80,   2.84,   2.40,   2.66
201011,   3.00,   2.87,   3.55,  10.42,   1.46,   1.72,   3.96,  -0.08,  -0.65,   1.01
201012,   5.44,   6.47,   9.08,  11.33,   8.14,   6.12,   5.35,  10.35,   3.40,   8.80
201101,  -0.89,   0.73,   2.35,   8.31,   3.42,   1.47,  -0.75,   1.25,   1.60,   1.84
201102,   3.43,  -1.61,   3.73,  11.34,   5.03,   8.31,   5.90,   3.44,   3.17,   2.81
201103,   1.26,   2.04,   3.02,   4.63,   0.99,  -0.40,   0.72,   2.74,   1.94,  -0.60
201104,   2.20,   2.24,   0.16,  -0.41,   1.39,   1.72,   2.31,   5.02,   3.01,   0.19
201105,  -0.96,  -4.43,  -3.05,  -7.19,  -2.33,   1.51,  -0.35,  -0.21,  -0.11,  -2.85
201106,  -1.80,  -2.02,  -2.24,  -5.22,  -2.99,  -2.50,  -1.33,  -4.15,  -0.67,  -2.28
201107,  -0.59,  -5.19,  -2.54,   2.83,  -4.49,  -7.08,  -1.81,  -3.16,  -1.20,  -2.03
201108,  -8.53, -12.27,  -9.83, -16.27, -10.13, -10.18,  -8.48, -11.39,  -0.28,  -8.36
201109,  -8.58, -14.40, -14.53, -20.63, -10.98, -12.50,  -8.42,  -9.38,  -3.44,  -9.95
201110,   9.29,  16.80,  15.76,  23.05,  11.86,  11.84,  12.44,   9.87,   6.84,  10.54
201111,  -4.08,  -6.22,  -0.23,   0.10,  -3.98,  -1.39,  -0.89,  -2.96,   0.82,  -1.15
201112,   0.87,  -0.27,  -1.61,  -1.90,  -0.98,  -0.11,   0.64,  -0.90,   1.95,   1.10
201201,   8.16,  11.10,  11.93,   4.61,  10.55,   6.70,   6.07,  11.58,  -2.17,   8.52
201202,   5.12,   5.04,   3.14,   5.99,   3.70,   4.86,   4.96,   4.02,   0.75,   3.56
201203,   2.92,   4.38,   0.55,  -3.74,   2.34,   3.37,   3.93,   4.18,   0.04,   4.72
201204,  -0.46,  -3.90,  -1.18,  -3.64,  -2.78,  -4.47,   0.23,  -1.58,   1.31,  -0.72
201205,  -3.43,  -8.91, -10.74, -16.44,  -8.49,  -8.10,  -5.75,  -5.66,  -2.08,  -5.35
201206,   3.42,  -1.72,   2.58,   3.48,   3.48,   5.53,   2.18,   7.29,   3.85,   3.68
201207,  -0.61,  -2.38,  -0.91,  -2.54,  -2.63,   1.46,  -0.69,   0.92,   2.94,  -1.55
201208,   4.75,   2.39,   2.85,   1.94,   3.53,   1.57,   2.21,   2.21,  -2.10,   2.34
201209,   1.68,   7.26,   2.74,   6.27,   2.17,   6.63,   2.54,   6.19,   2.49,   3.87
201210,   0.03,  -2.17,  -0.39,  -5.02,  -5.43,  -0.93,  -1.67,  -5.21,   0.28,   0.27
201211,   2.85,   0.50,   1.98,  -3.48,   0.10,  -3.89,   1.81,   0.41,  -3.08,  -0.49
201212,   0.38,   5.17,   3.51,   1.45,   2.70,   1.43,   0.70,  -1.00,   0.33,   3.09
201301,   6.14,   9.18,   7.44,   6.59,   6.44,   8.48,   6.11,   9.09,   4.94,   7.64
201302,   1.03,   1.02,   0.86,  -1.87,   1.32,  -1.55,   0.84,  -0.36,   1.76,   1.88
201303,   5.50,   6.29,   3.36,   1.45,   3.69,   6.89,   4.99,   5.12,   4.97,   4.26
201304,   1.97,   0.58,  -1.17,  -4.48,  -0.85,   5.92,   1.62,   1.00,   4.22,  -1.02
201305,   4.46,   6.17,   5.37,   5.23,   5.62,   4.46,   5.76,   4.40,  -5.16,   4.63
201306,   1.71,  -0.43,  -1.56,  -3.82,   0.57,   3.57,  -0.06,  -1.42,  -0.15,   0.07
201307,   5.30,   6.75,   6.98,   7.08,   7.78,   8.97,   6.19,  10.73,   5.79,   6.87
201308,  -2.28,  -1.76,  -0.92,  -1.63,  -1.16,  -4.01,  -3.98,  -1.95,  -5.95,  -2.66
201309,   3.89,   8.28,   6.58,   4.63,   6.09,   7.07,   5.22,   9.12,   2.26,   4.27
201310,   3.66,   3.52,   4.28,   5.77,   2.22,   2.98,   2.60,  -1.89,   3.38,   3.02
201311,   3.22,   2.78,   4.09,  -2.23,   4.42,   3.71,   3.58,   8.24,  -0.88,   4.10
201312,   2.07,   2.60,   3.96,   1.58,   3.64,   5.22,   1.05,   3.95,   1.36,   1.89
201401,  -3.62,  -1.47,  -1.85,  -2.16,   1.77,  -0.35,  -6.06,   9.08,   1.16,  -1.54
201402,   5.57,   4.93,   5.41,   5.85,   4.54,   3.25,   4.44,   5.95,   3.02,   3.41
201403,   3.11,   0.86,   1.28,   1.84,  -1.37,  -0.72,   0.10,  -4.01,   2.22,   0.96
201404,  -2.83,  -4.61,  -2.87,   4.80,  -6.59,  -4.78,  -2.91,  -7.86,   1.82,  -2.68
201405,   1.13,   1.18,  -0.57,  -1.56,  -0.12,   2.42,  -0.86,   0.90,   0.28,   0.03
201406,   2.00,   2.55,   3.65,   7.97,   5.80,   1.19,   2.27,   7.14,   4.90,   3.39
201407,  -4.28,  -3.86,  -5.03,  -7.56,  -5.23,  -2.96,  -4.96,  -6.97,  -6.57,  -3.50
201408,   5.05,  10.56,   4.75,   1.92,   3.84,  -0.68,   4.64,   4.67,   5.21,   3.25
201409,  -3.00,  -7.31,  -6.83, -12.88,  -4.37,  -5.47,  -4.08,  -5.00,  -5.02,  -3.53
201410,   3.54,   5.55,   2.49, -14.19,   1.58,   3.73,   3.23,   5.11,   8.86,   4.05
201411,   2.87,  -0.92,  -1.51, -18.41,   1.49,   0.56,   2.42,   0.55,  -1.04,   0.24
201412,   0.90,   0.44,   0.29, -10.05,   2.23,  -1.41,   1.77,   5.26,   2.83,   2.74
201501,  -1.93,  -4.75,  -5.80,  -9.03,  -3.23,  -3.83,  -2.68,   2.59,   0.65,  -5.20
201502,   4.13,   6.97,   7.88,  12.72,   7.33,   6.24,   4.35,   9.28,  -3.11,   4.89
201503,   1.52,  -0.71,  -0.52,  -8.66,  -1.50,   0.58,   1.44,   1.05,  -0.53,   1.09
201504,  -1.15,   0.27,   0.60,  15.32,  -0.19,  12.36,  -2.63,  -4.18,   0.16,  -0.16
201505,   1.26,  -0.68,  -0.71,  -8.39,   2.38,   0.25,  -0.22,   5.06,  -1.18,   0.21
201506,   0.05,  -2.46,  -1.55,  -8.57,  -1.29,  -1.87,   0.03,   2.55,  -5.40,   1.16
201507,  -0.73,  -3.46,  -6.14, -21.23,  -3.99,  -1.93,  -1.79,  -0.48,   2.80,  -1.41
201508,  -3.73,  -4.39,  -4.43,   4.76,  -5.72,  -5.47,  -4.97,  -7.29,  -3.85,  -4.17
201509,  -4.08,  -6.61,  -8.68, -18.27,  -3.47,  -1.34,  -5.77, -11.49,   0.85,  -2.80
201510,   4.80,   7.45,   7.85,   8.40,   5.94,   6.07,   3.25,   2.87,   3.02,   4.79
201511,  -0.73,   2.73,  -0.74,  -2.94,   2.91,  -2.73,  -1.05,  10.20,  -2.45,   1.99
201512,  -2.06,  -5.44,  -4.98, -18.10,  -3.67,  -4.27,  -3.92,  -5.87,  -0.11,  -4.33
201601,  -2.10, -12.26,  -9.08, -12.69,  -8.67,  -6.45,  -7.21, -18.66,   4.23,  -7.71
201602,   1.75,   4.80,   3.57, -10.99,   0.65,   1.92,   3.71,  -2.92,   0.61,   0.11
201603,   4.32,   7.28,  10.31,  24.15,   6.65,   4.50,   7.64,   7.69,   7.79,   7.35
201604,   1.87,   1.00,   5.27,  20.48,   1.09,   2.62,  -0.23,   5.16,   2.52,   3.49
201605,  -1.04,  -1.03,  -0.97,  -6.50,   3.63,  -0.24,  -3.43,   1.38,   1.99,   0.95
201606,   3.73,  -2.84,   0.18,   1.13,   1.59,   1.72,   0.58,  -4.53,   7.20,  -1.28
201607,   8.52,   8.83,   7.21,  -1.09,   7.32,   2.30,   4.56,   6.25,  -0.75,   5.17
201608,   1.33,   5.54,   2.27,   7.78,   2.79,  -0.36,   0.31,   0.88,  -3.99,   2.64
201609,  -2.28,   5.78,   0.60,   5.07,   1.96,   0.67,  -1.87,   8.03,   1.32,   0.80
201610,  -4.28,  -4.29,  -4.24,  -8.18,  -5.35,  -4.31,  -4.23, -13.69,   0.00,  -2.27
201611,   3.35,  10.16,  11.53,  18.37,   4.93,   6.04,   9.17,   5.29,   1.29,  12.56
201612,   0.89,   2.28,   0.67,   2.16,   0.23,   3.91,   2.08,  -2.70,   3.96,   5.42
201701,  -0.56,  -2.93,   2.80,   0.68,   3.51,   2.21,  -2.84,   4.74,   0.11,   0.73
201702,   1.55,  -0.24,   0.63,  -6.96,   2.23,   0.52,  -1.14,   6.26,   2.98,   1.28
201703,   1.18,   1.28,   0.55,  -4.96,   1.68,   0.53,   0.27,   2.29,   1.40,  -0.70
201704,   0.09,   3.58,   0.97,  -7.12,   1.68,   7.22,   1.69,  -3.09,   1.00,   0.58
201705,  -0.85,   0.37,  -1.94,  -7.42,   2.02,  -3.22,  -4.00,  -5.03,   1.11,  -2.71
201706,   1.44,   3.68,   1.57,  -0.60,   1.25,  -0.47,   0.01,  10.40,  -1.18,   4.66
201707,  -0.85,  -1.07,   0.07,   1.17,   1.21,   3.70,  -2.51,  -2.75,   3.07,   0.23
201708,  -2.18,  -4.26,  -3.18,  -8.48,  -1.05,   0.05,  -4.42,   1.31,   0.87,  -2.04
201709,   2.87,  10.05,   8.54,  13.77,   6.51,   0.47,   6.82,   8.20,  -0.94,   6.99
201710,  -1.28,   1.08,   1.59,  -3.02,   2.27,  -3.13,  -3.21,  -2.24,   2.84,   0.67
201711,   5.48,   3.66,   2.71,   3.38,   1.87,   1.73,   7.47,   2.52,   2.39,   3.47
201712,   3.98,  -1.89,   1.68,   7.48,   0.78,   3.12,   3.52,   0.96,  -5.24,  -0.17
201801,   2.26,   0.46,   0.63,   1.25,   4.26,   0.62,   1.62,   6.87,  -3.94,   2.69
201802,  -4.25,  -6.18,  -5.39, -10.47,  -1.42,  -4.99,  -4.77,  -3.55,  -5.53,  -4.03
201803,  -0.20,  -2.32,   1.29,   0.85,   0.44,  -3.37,   1.49,   0.23,   4.81,   1.14
201804,   0.72,  -2.63,  -0.90,   9.52,   0.15,  -1.46,   1.79,  -0.21,   3.34,   0.96
201805,   2.35,   6.40,   4.82,   6.95,   6.64,  -2.22,   3.77,   7.65,   1.36,   3.32
201806,   6.64,   0.86,  -0.08,   7.63,   0.65,   6.27,   3.48,  -2.41,   1.73,   0.03
201807,  -0.99,   1.20,   2.92,  -2.06,  -0.13,  -1.34,   0.33,  -1.54,   1.26,   1.20
201808,   2.32,   2.95,   0.11,  -4.83,   7.53,   7.16,   5.47,   5.78,   0.50,   1.47
201809,   0.02,  -3.96,  -0.97,   0.51,  -2.40,   2.08,  -2.75,  -1.17,  -0.31,  -2.61
201810,  -4.64, -14.03, -12.36, -15.36, -10.78,  -5.00,  -8.55, -14.51,  -1.65,  -8.33
201811,   0.01,  -1.04,   0.31, -12.10,   0.72,  -0.90,  -2.16,  -0.41,   3.92,   0.47
201812, -12.53, -13.07, -13.18, -22.14,  -9.82, -13.90, -13.38, -18.44,  -4.91, -11.36
201901,  10.57,  16.74,  14.50,  18.02,  15.77,  12.65,  11.64,  18.38,   4.83,  10.82
201902,   3.27,   6.91,   5.49,   0.63,   6.87,   2.48,   3.74,   6.52,   2.89,   4.64
201903,  -0.86,  -6.83,  -4.05,   1.02,  -0.51,  -3.72,  -4.01,   3.08,   2.99,  -3.42
201904,   2.16,   4.18,   3.92,   0.05,   4.45,   3.58,   2.08,  -2.44,   0.95,   4.42
201905,  -9.31, -11.42,  -9.75, -20.96,  -8.17,  -6.47, -11.37,  -8.36,  -1.85,  -6.09
201906,   4.91,  10.88,   8.13,   3.78,   5.03,   2.24,   5.59,   4.49,   4.24,   5.52
201907,   1.38,   0.57,  -0.82,  -9.43,   1.05,  -0.17,  -1.15,  -5.30,  -1.51,   1.14
201908,  -3.07,  -6.47,  -7.59, -16.53,  -5.12,  -8.23,  -3.82,  -4.89,   0.10,  -4.58
201909,   2.43,   6.04,   6.13,   4.96,   0.41,  -0.05,   6.58,  -3.49,   3.53,   3.27
201910,  -1.56,   0.37,   0.60,  -9.88,   0.43,  -3.20,   0.44,  -0.40,  -1.90,   1.83
201911,   1.87,   2.33,   1.30,  -3.69,   4.87,   3.03,   3.83,   8.67,  -3.03,   2.49
201912,   2.43,   1.71,   3.22,  19.48,   3.23,   4.22,   2.00,   9.78,   5.24,   2.78
202001,  -2.47,  -3.87,  -3.51, -18.73,   1.36,  -1.65,  -5.84,   4.92,   0.61,  -3.31
202002, -10.01, -11.07,  -9.08, -18.74,  -7.65,  -4.49,  -9.16,  -0.87, -10.48,  -8.82
202003, -18.31, -27.83, -23.95, -46.75, -18.22, -23.67, -26.07, -17.44, -11.02, -25.20
202004,  13.19,  28.11,  16.42,  67.43,  21.35,   9.95,  23.07,  21.74,   9.69,  11.79
202005,   4.10,  10.27,   6.66,  -4.54,  10.60,   3.08,  10.12,  13.90,   3.40,   4.24
202006,   3.79,  21.46,   9.57,   3.50,   8.06,  12.44,   6.64,   4.68,  -4.61,   5.37
202007,   5.03,   9.01,   4.97,  -1.18,  10.76,   0.14,   5.80,   3.68,   3.10,   0.39
