,Agric,Food ,Soda ,Beer ,Smoke,Toys ,Fun  ,Books,Hshld,Clths,Hlth ,MedEq,Drugs,Chems,Rubbr,Txtls,BldMt,Cnstr,Steel,FabPr,Mach ,ElcEq,Autos,Aero ,Ships,Guns ,Gold ,Mines,Coal ,Oil  ,Util ,Telcm,PerSv,BusSv,Comps,Chips,LabEq,Paper,Boxes,Trans,Whlsl,Rtail,Meals,Banks,Insur,RlEst,Fin  ,Other
199602,   9.90,   2.12,   4.39,   0.83,  13.54,   4.29,  -0.20,   0.70,   5.27,   4.15,   6.32,   5.78,   3.97,   3.20,   3.00,  -0.77,   3.26,   2.20,   0.37,   0.95,   3.67,   5.63,   3.49,   0.48,  -1.56,   2.34,   8.31,  13.27,   6.32,   3.18,  -0.90,   7.84,   1.75,   7.22,   7.05,   6.09,   2.82,   1.17,   9.30,   3.62,   3.85,   5.24,   1.79,   1.42,   1.72,   0.10,   1.76,   1.35
199603,  -3.49,   1.45,   6.48,  -3.86,  -7.68,   2.34,   4.31,   1.16,   2.93,   7.58,   2.44,   4.95,   2.63,   5.04,   2.96,   2.67,   1.20,   2.69,   2.55,   3.36,  -0.04,   4.17,   5.13,   7.58,   6.61,   4.20,  -1.44,  -4.76,   0.23,   6.56,   0.17,   3.64,   5.83,   2.69,  -0.24,  -0.55,   2.94,   2.20,   0.07,   5.29,   3.54,   8.65,   5.63,   1.43,   1.38,   2.16,   1.41,   3.76
199604,   6.83,  -0.19,   3.62,   0.87, -12.36,   7.28,   8.38,   1.70,   5.79,   5.67,   7.79,   5.99,   7.97,   4.03,   7.01,   3.34,   5.78,   0.05,   4.32,   8.66,   7.00,  10.63,   6.17,   6.55,  14.05,  -1.93,   3.91,   7.51,   1.43,  10.83,  -1.01,   5.23,  10.23,  10.20,  17.27,  12.80,   8.93,   4.27,  10.38,   3.05,   6.50,   6.02,   4.70,   0.29,   0.75,  -0.96,   1.14,   3.75
199605,  -1.81,   5.58,  19.09,   6.67,   5.64,  13.81,   6.32,   1.40,   7.52,  12.74,   7.20,   7.02,   7.68,   3.27,   4.98,   3.82,   5.29,   5.55,   3.30,   5.51,   5.26,   9.31,   4.47,  12.47,   3.26,   7.47,   1.77,   3.98,  24.37,   5.59,   0.62,   5.99,  11.21,  10.95,  12.72,  12.03,  10.45,   5.40,   7.52,   1.62,  10.44,   8.75,   4.76,   1.64,   1.27,   6.15,   3.13,  18.97
199606,  -0.29,  -2.29,   4.17,  -1.74,   1.24,  -5.52,  -1.03,  -2.21,  -2.75,  -3.93,  -2.27,  -5.77,  -9.46,  -2.58,  -0.17,  -1.85,  -0.91,  -3.46,  -5.34,  -2.86,  -6.15,  -3.29,  -2.23,   4.27,  -3.87,  -3.00, -13.41,  -0.54,   5.07,   1.04,   2.41,  -2.68,  -1.54,  -4.96,  -9.34, -10.09,  -6.05,  -2.26,  -2.69,  -1.76,  -3.80,  -2.58,  -3.38,  -0.14,  -0.58,  -2.36,   0.04,  -0.82
199607,  -9.06,  -5.62, -11.72, -11.57,  -7.70,  -9.58, -14.19, -10.34,  -8.44,  -8.84, -12.43, -14.05, -16.22,  -6.84,  -8.04,  -8.38,  -6.35,  -9.35,  -7.67,  -5.21,  -9.61, -11.19,  -4.39,  -6.46,  -8.97,  -8.15,  -2.35,  -5.97, -10.19,  -4.03,  -3.53, -11.12,  -7.23, -12.41, -15.85, -13.67,  -9.11,  -6.35,  -7.33,  -9.27,  -9.88,  -7.42, -10.32,  -1.55,  -5.26,  -8.70,  -2.57, -13.64
199608,   4.13,   0.46,  15.58,   1.46,   4.54,   6.05,   2.86,   2.68,   2.79,   5.54,   2.73,   4.58,   7.47,   2.41,   2.78,   5.24,   4.86,   4.46,   6.06,   4.23,   3.20,   4.40,   3.54,  -1.68,  -0.22,   5.52,  -2.67,  -0.38,   3.11,   4.49,   3.58,   5.99,   6.99,   4.59,   5.93,   5.35,   2.43,   5.79,   3.81,   3.25,   3.53,   4.55,   5.34,   5.13,   5.06,   3.47,   3.85,   4.93
199609,   0.38,   1.52,  -0.46,   2.46,   0.45,   1.27,  -0.19,   1.95,   2.79,   1.26,   2.66,   4.33,   4.46,   0.88,   3.34,   4.12,   2.99,   0.51,   4.16,  -2.94,   4.17,  -0.59,   0.91,   4.77,  -0.84,   3.67,  -3.02,  -0.49,   1.64,   5.22,   0.78,   2.08,   2.01,   3.41,   7.40,   5.23,   0.28,   4.60,   3.92,  -0.18,   1.80,   1.51,  -0.45,   3.81,   3.38,  -0.55,   3.21,   7.32
199610,   7.08,   1.26,  -0.15,  -9.84,  -1.23,  -6.10,  -7.19,  -2.65,  -1.31,  -4.11,  -7.85,  -7.51,  -6.81,  -0.52,  -0.35,  -2.49,  -1.72,  -5.51,  -3.52,   0.42,  -2.55,   0.08,   0.73,   1.78,   5.27,  -6.85,  -4.10,  -2.31,   1.53,   8.74,   1.61,  -7.85,  -4.37,  -5.74,  -4.26,  -6.05,  -2.27,   0.25,   0.55,  -1.81,  -2.65,  -4.96,  -6.35,   3.69,  -1.49,  -3.09,   2.30,  -3.91
199611,  -3.49,   0.71,   1.43,   3.94,   3.61,   4.20,   0.25,   2.80,  -1.55,   0.43,   0.51,  -0.29,   1.93,   1.21,   2.88,   0.70,   0.52,   2.53,   3.82,   2.99,   5.97,   4.45,   2.34,  10.49,   3.36,   5.33,  -5.02,   1.09,  -0.89,   6.99,   2.23,  -2.30,  -2.64,  -1.13,   0.49,   5.69,   8.03,   5.81,   4.18,   2.39,   1.33,   2.78,  -0.34,   5.48,   2.52,  -2.17,   4.25,  -0.08
199612,   3.48,  -2.51,  -3.84,  -4.29,   5.02,  -9.96,  -6.13,  -2.34,   1.65,  -1.25,   0.17,  -0.43,   2.68,   0.90,  -0.60,   2.80,   4.16,  -1.62,   1.01,  -1.05,   0.95,   0.74,  -0.70,   5.24,   0.92,   1.55,  -6.98, -10.23, -18.64,   0.13,   0.51,  -5.01,  -1.95,  -1.30,  -2.86,  -2.24,  -1.29,  -0.92,   4.26,  -0.68,  -0.47,  -3.69,  -2.86,   0.32,   3.10,  -4.44,   1.70,  -3.11
199701,   6.05,   5.54,  10.08,   3.36,   8.26,   8.50,  10.55,   4.68,   6.07,   7.29,   7.47,   8.84,  10.73,   5.37,   6.46,   5.86,   4.95,   7.02,   5.98,   7.21,  11.45,   7.15,   2.70,   1.72,   3.12,   8.19,  -1.70,   3.13,   9.94,   7.23,   0.97,   6.11,  11.67,   6.39,   7.99,  11.49,   9.33,   3.42,   4.39,   4.20,   4.78,   2.56,   4.12,   5.00,   3.43,  18.65,   4.29,  11.17
199702,   2.15,  -1.23,  28.77,   1.96,  11.51,  -1.45,  -2.90,  -0.65,  -3.96,   3.38,  -1.67,  -1.97,  -0.81,   0.87,  -4.70,   1.93,  -1.84,  -1.59,  -1.47,  -2.94,  -2.22,  -3.33,  -0.70,   1.36,  -1.60,   0.15,  22.77,   7.60,  -4.32,  -9.27,  -1.16,  -4.16,  -0.46,  -6.63,  -5.57,  -7.05,  -3.21,  -0.75,  -2.91,  -1.47,  -3.66,   1.71,  -1.91,   4.30,   1.78,   2.38,   3.79,   0.44
199703,  -7.48,  -2.35,   2.48,  -6.74,  -8.91, -10.20,  -3.68,  -1.74,  -4.81,  -3.48,  -6.53,  -8.90, -12.13,  -2.81,  -2.74,  -3.60,  -4.65,  -6.66,  -4.41,  -5.11,  -4.64,  -2.49,  -1.48,   3.38,  -5.30,  -2.46, -10.88,   1.56,  -5.40,   1.84,  -3.05,  -8.23,  -7.45,  -8.37, -11.51,  -7.19,  -7.07,  -2.34,  -4.42,  -0.82,  -6.33,  -1.82,  -5.55,  -3.47,  -3.37,  -1.45,  -1.38,  -6.98
199704,  -3.45,  -2.64,  -3.51,  -2.29,   1.45,  -5.43,  -2.30,  -2.57,  -0.48,  -2.73,  -3.17,  -5.71,  -9.22,   0.53,  -3.27,  -2.43,  -0.11,  -3.36,  -0.52,   0.10,  -0.13,  -3.89,  -0.98,  -0.28,  -3.99,  -2.13,   1.86,   0.08,   7.23,  -3.68,  -1.22,  -2.09,  -1.51,  -3.56,  -4.10,  -0.86,  -2.57,  -0.38,   2.56,   1.34,  -1.56,  -3.41,  -4.28,  -0.47,  -0.77,  -4.22,   0.14,  -2.84
199705,   8.75,   7.71,   7.87,   6.72,   8.49,   5.11,   3.48,   6.50,   8.77,   5.28,  10.16,   8.63,  11.52,   8.14,   7.47,   5.74,   9.11,   8.53,   9.48,   9.38,  12.71,  11.37,   8.14,   8.38,  11.17,  11.29,   7.48,   3.76,  -3.50,   8.77,   3.33,  12.40,   8.13,  13.52,  13.72,  14.45,  12.17,   9.72,  11.65,   6.80,   7.90,   7.74,   5.29,   5.19,   7.21,   6.13,   5.25,   3.49
199706,   3.77,   5.99,  -1.25,   3.32,  -0.28,   1.13,   0.95,   6.34,   2.77,   2.86,   6.61,   2.37,   1.12,   2.09,   3.59,   0.74,   5.72,   5.91,   7.32,   6.30,   5.01,   6.48,   6.51,   6.01,   4.93,   8.00,  -5.92,   2.48,   3.54,   3.28,   2.57,   9.05,   2.18,   3.54,   0.98,   2.51,   4.91,   1.60,   0.93,   4.18,   3.48,   5.32,   3.98,   6.58,   5.29,   6.29,   6.98,   4.34
199707,   3.12,   3.20,  10.84,   3.73,  -7.01,   0.09,   0.95,   1.54,   2.60,   2.94,   2.05,   1.69,   0.58,   5.21,   3.42,   5.54,   7.79,   6.95,   8.82,   4.04,   7.88,   6.87,   4.87,   2.20,  15.74,  12.71,  -1.36,  -1.99,   8.81,   4.67,   2.28,   5.37,   3.45,   5.00,   6.68,  11.43,   6.58,   8.56,   3.78,   7.11,   4.07,   2.73,   3.90,   7.34,   5.52,  18.25,   4.85,   5.10
199708,  13.24,   1.52,  -3.99,  -5.56,   0.34,   3.95,   1.03,   3.47,   0.41,  -0.41,   1.50,   2.47,   3.52,   1.57,   4.78,   1.55,   1.73,   0.15,   6.09,   7.57,   3.81,   5.94,   1.48,   8.96,   3.17,   4.13,  -2.21,  -0.11,  -5.04,   7.94,  -0.11,   4.31,   0.18,   5.40,   7.15,   8.20,   7.22,   3.19,   8.59,   1.24,   3.85,   1.80,   2.07,   1.00,  -0.31,   6.51,   2.22,   3.26
199709,   4.97,   7.53,   4.26,   3.55,  12.15,   6.36,   6.78,   8.53,   6.88,   8.79,   8.42,  10.96,  13.22,   4.45,   5.87,   8.06,   6.43,   7.98,   5.15,   4.83,   8.14,   7.63,   5.56,  21.02,  17.24,   6.56,   5.85,   1.82,  -2.70,  12.80,   4.10,   9.54,   6.95,  10.36,   9.09,   6.98,   9.00,   5.90,   0.09,   8.39,   8.25,   8.03,   8.70,   8.76,   6.86,  12.91,   9.75,   7.87
199710,  -3.10,  -3.32,   3.77,  -4.95,   3.42,  -3.33,  -3.50,  -2.31,  -4.36,  -6.16,  -2.60,  -2.14,  -2.26,  -1.59,  -3.08,  -2.20,   0.56,   1.63,  -5.12,  -0.81,  -5.20,  -2.54,  -0.93,   6.69,  -0.82,  -0.94,  -3.22,  -0.77, -14.94,   0.90,   0.79,  -0.36,  -4.03,  -2.22,  -5.66,  -8.85,  -5.29,  -6.08,  -8.31,  -0.75,  -1.44,  -1.05,  -3.70,   1.35,  -2.87,   1.10,   1.80,  -3.34
199711,  -2.68,   0.30,   3.36,  -0.39, -11.89,  -5.47,  -4.20,   1.96,  -1.26,  -1.86,  -4.48,  -4.20,  -5.62,  -1.62,  -1.17,  -3.68,  -0.27,  -2.26,  -3.68,  -3.93,  -2.57,  -0.84,  -1.33,  -2.67,  -1.25,  -2.78, -18.10,  -4.91,  -6.41,  -9.83,   5.13,  -1.23,  -0.88,  -3.27,  -5.85,  -5.38,  -3.82,   0.01,   0.52,  -3.46,  -2.78,   0.36,  -1.48,   1.60,   0.07,  -2.80,   2.53,  -3.33
199712,  -3.22,  -3.01,  -8.42,  -6.86,  -2.22, -11.63,  -4.52,   2.51,  -6.61,  -5.23,  -6.29,  -4.89,  -8.33,  -3.40,  -2.39,  -5.46,  -1.99,  -2.38,  -2.75,  -1.18,  -6.35,  -7.60,  -1.32,  -2.19,  -3.19,  -3.23,  -4.14,  -3.92,   3.40,  -5.20,   8.15,  -1.33,   2.00,  -4.04, -11.64,  -8.69,  -6.05,  -2.34,  -4.31,  -2.03,  -4.86,  -5.67,  -8.71,   5.98,   2.31,  -0.33,   5.01,  -2.35
199801,  -7.08,  -0.58,  -2.92,   8.18,  -3.35,   2.07,   9.50,  -4.15,   3.92,  -0.78,  -0.47,   3.85,   2.28,   4.32,   4.94,  -0.15,   1.84,   3.51,   1.46,   0.18,  -0.23,   3.08,   3.47,   1.30,   0.01,   3.15,  -2.79,  12.47, -10.25,  -6.39,  -4.37,   4.65,   3.76,   2.86,   5.11,   4.07,  -2.47,  -1.16,  -2.99,   2.41,   0.73,   2.40,   0.73,  -2.23,   0.86,   3.19,  -1.56,   4.49
199802,  13.02,   6.09,  12.07,   8.93,  -3.10,   7.37,   5.01,   7.56,   6.69,  11.69,   4.67,   4.42,   5.31,   6.59,   4.73,   5.80,   7.04,   4.97,   7.75,   6.59,   7.87,   4.54,   6.27,  10.93,   1.63,  10.58,   3.09,   2.02,   8.37,   2.53,   1.61,   9.34,   2.21,   9.16,   5.28,   6.84,   7.51,   3.31,   9.55,   8.21,   4.61,   8.56,   5.53,   5.45,   5.93,   2.16,   4.03,  12.97
199803,   6.07,   5.81,  -2.06,   5.82,   2.72,   2.11,   5.85,   0.99,   4.10,   2.16,   1.81,   3.41,   4.94,   4.56,   4.57,   3.03,   5.90,   3.89,   6.20,   3.71,   3.32,   3.24,   2.63,   4.29,   3.10,   4.13,   4.86,   7.67,   4.94,   3.42,   4.47,   7.18,   6.11,   9.40,   3.89,   0.73,   0.76,   3.42,   3.77,   4.50,   4.54,   7.62,   6.97,   4.63,   4.05,   6.87,   5.19,   5.65
199804,   1.20,  -0.71,   5.53,  -0.24, -13.74,  12.44,   3.90,   1.27,   3.96,   3.84,  -1.53,  -0.25,  -0.38,   0.17,   1.41,   4.29,   0.03,   7.50,   1.41,   2.32,   1.45,   4.51,   1.15,   3.62,   3.76,   0.06,  -6.47,  -1.70,   0.19,   1.50,  -1.94,   1.78,  -1.10,   6.02,   4.65,   0.80,   3.09,   3.56,   4.28,   3.00,   2.89,   4.12,   3.93,   2.91,   1.61,   1.66,   3.97,   4.81
199805,   1.83,  -2.36,   2.36,   3.18,  -9.26,  -5.09,  -4.79,  -4.27,  -3.62,  -3.14,  -7.14,  -5.15,  -2.19,  -3.74,  -4.96,  -3.22,  -4.80,  -4.87,  -6.69,  -5.23,  -5.03,  -7.26,   1.37,   7.76,  -0.68,  -0.91, -23.09,   0.17,  -2.46,  -7.76,  -1.68,  -5.98,  -4.37,  -6.64,  -8.50,  -7.77,  -6.89,  -6.88,  -5.68,  -5.64,  -5.00,  -0.57,  -4.88,  -3.13,  -2.07,  -2.68,  -2.13,  -3.92
199806,   1.14,  -0.96,   5.98,  -1.17, -10.04,  -8.26,  -5.39,  -0.51,  -2.93,  -2.41,  -6.65,  -5.64,  -6.60,  -4.82,  -1.22,  -5.80,  -2.56,   1.08,  -5.49,  -9.52,  -6.91,  -3.81,  -2.97,  -0.75,  -6.69,  -4.23,   2.08,  -8.92,  -1.50,  -6.62,   2.38,   1.94,   1.16,   1.23,  -5.48,  -5.22,  -6.94,  -5.27,  -6.36,  -2.18,  -3.08,   1.66,  -4.99,  -2.18,  -0.61,  -4.72,  -1.44,  -4.92
199807,  -5.76,  -5.85,  13.63,   1.06,  16.09,  -6.31,  -3.33,  -4.87,  -5.65,  -5.21,  -8.27,  -2.87,  -6.22,  -6.95,  -4.94, -10.10,  -7.31,  -5.85,  -9.49,  -7.46,  -7.93,  -6.98,  -8.07,  -5.49,  -5.72,  -7.78, -23.18,  -5.36,  -4.47, -14.45,  -4.79,   1.36,  -5.69,  -6.31,  -8.11,  -7.17, -10.67,  -5.28,  -9.05,  -7.41,  -5.56,  -3.92,  -6.60,  -2.16,  -4.60,  -5.62,  -3.06,  -7.24
199808, -15.44, -15.88, -11.02, -15.61, -24.76, -19.45, -23.23, -14.83, -19.65, -20.24, -24.33, -22.19, -26.61, -18.47, -15.77, -15.23, -17.75, -18.06, -21.23, -21.55, -20.17, -19.54, -17.36, -19.78, -21.74, -14.36, -29.16, -16.09,  -1.10, -23.34,  -1.62, -24.20, -18.20, -23.95, -23.42, -23.76, -19.75, -14.85, -19.64, -19.44, -22.06, -22.05, -19.37, -18.38, -15.92, -18.28, -17.00, -19.68
199809,   2.32,   2.26,  -3.95,  -2.01,   3.24,   3.05,   2.23,  -2.78,   0.21,   0.22,   1.63,   4.16,  12.59,   0.48,  -2.01,  -5.03,   0.40,  -0.86,   3.04,   4.57,  -1.96,  -0.44,   0.71,   0.93,  11.81,   3.78,  47.47,   9.21,  -6.45,  13.55,   7.91,   5.19,   5.04,   7.78,   6.07,   4.94,  -2.92,   2.93,  -1.27,   1.41,   1.23,  -0.06,  -3.50,   1.85,   3.33,  -5.59,   4.72,   8.00
199810,   0.34,   6.15,  19.77,  11.15,  19.78,  -4.29,  -1.70,   2.30,   2.06,  -2.02,   3.95,   6.43,   4.29,   5.74,  10.36,  -3.39,   5.03,   2.73,   0.53,  -1.11,   6.90,   8.29,   6.08,   8.13,   5.31,   1.54, -19.35,   1.51,  10.85,   0.51,   0.42,   3.99,   5.05,   3.03,   5.37,  11.87,   9.32,   1.48,  13.01,   5.42,   5.56,   5.20,   1.96,   0.06,   1.49,  -0.70,  -0.34,   2.22
199811,   3.71,   1.49,   0.85,   0.21,  20.13,  16.60,   9.27,  16.40,   4.98,   6.57,   0.65,   5.88,  10.49,   5.58,   7.36,   3.45,   2.89,  -0.74,   1.73,  -1.78,   6.79,   4.53,   4.70,   6.81,  -2.19,   1.36,   6.78,  -1.57,   6.83, -11.78,   1.36,  10.62,   5.81,  15.11,  16.87,  17.29,   6.69,   4.34,   9.35,   5.15,  10.92,  22.83,   2.47,   3.82,   4.91,   3.11,   4.39,  -0.58
199812,  -0.63,   1.57,   2.38,  -2.27,  19.33,  -5.63,   5.82,   6.89,  -1.08,  17.85,   0.69,   1.33,   3.03,  -2.10,   0.08,   2.14,  -1.38,   4.58,  -4.61,  -2.85,   0.57,  -0.09,   2.91,  -3.97,  -2.05,   1.68, -11.54,   4.69,   7.13, -10.77,   2.20,   6.57,   5.87,   6.41,   5.38,   3.53,   0.85,   0.09,   1.43,   1.71,   1.56,   7.37,   1.43,   0.45,   2.70,  -3.04,   0.84,   0.51
199901,   2.07,   2.65,  -1.42,   4.58,  -6.84,  11.65,  18.77,   8.50,   6.90,   5.93,   3.09,   8.96,  10.77,  -1.10,   0.98,  -5.47,   6.56,   3.66,   4.82,   5.14,   9.22,   5.02,   3.17,   0.03,   1.95,  -2.14,  15.38,  -2.76,  -2.05,  -0.82,  -5.85,  18.07,   2.90,  13.01,  15.95,  16.57,  11.39,   1.27,   3.01,   3.71,   9.95,   2.84,   9.67,   1.17,  -0.44,   7.92,   2.62,   3.14
199902,  -2.97,  -3.15,  -7.45,  -4.45, -10.22,  -0.71,  -0.90,  -1.84,  -2.41,   0.33, -13.12,  -5.31,  -6.40,  -2.66,  -4.96,  -8.84,  -4.54,  -5.58,  -7.59,  -7.01,  -6.93,  -4.83,  -6.24,  -5.13,  -9.07,  -4.31,   0.61,  -1.85,  -3.65, -10.46,  -4.07,  -6.35, -10.28,  -6.80,  -4.39, -10.11,  -7.06,  -5.05,  -4.85,  -5.64,  -6.72,  -4.72,  -0.55,  -1.89,  -2.85,  -5.01,   1.67,  -3.52
199903,  -2.56,  -5.17,  -5.10, -10.50,  -2.21,  -5.24,   2.35,  -1.74,  -3.44,  -6.43,  -6.74,  -0.64,  -0.93,  -2.52,  -3.27,  -6.38,  -2.53,  -5.64,  -7.55,  -6.38,  -3.77,  -2.47,  -5.07,  -2.03,   0.63,  -4.88, -17.03,  11.15,  25.58,  20.86,  -1.41,   6.94,  -3.87,  -1.49,  -0.59,   0.15,  -3.53,  -0.40,  -2.07,  -2.54,  -3.71,   0.08,  -2.58,  -1.27,  -3.61,  -4.29,  -2.04,  -0.67
199904,   6.98,   2.64,   1.56,   4.70,   4.31,  11.08,  13.81,   6.65,   6.32,   8.32,   5.28,   4.27,   1.67,  17.15,  10.56,   7.12,   7.62,  13.67,  20.82,  18.37,  15.19,   8.27,  13.92,   6.34,  12.81,   6.73,  12.36,  17.08,   7.60,  14.56,   5.60,  21.08,   4.28,   6.34,   9.45,  15.34,   9.11,  10.40,   7.38,   8.88,   8.98,   7.47,   4.53,   5.62,   6.28,   9.77,   6.42,   5.90
199905,   1.73,   7.45,  -7.84,  -0.89,   9.11,   4.39,   5.56,   2.74,   5.46,   4.87,  11.72,   6.25,   3.61,  -1.26,   4.30,   4.55,   1.69,   4.47,   0.86,   8.28,   2.40,   6.29,   3.22,   2.47,   5.98,   0.89, -15.61,   9.33,   3.89,   0.03,   6.54,   2.70,   0.49,   5.04,   7.64,   5.85,   8.62,   2.07,   3.60,   1.36,   1.62,   1.85,   5.85,  -0.32,   2.03,   2.69,   0.27,   8.75
199906,   7.05,   3.40,   6.57,   2.68,  -1.41,   0.59,   1.06,   0.38,   5.35,   0.99,   0.20,   4.80,   4.18,   2.36,   1.83,  -0.33,   3.17,   2.23,   7.34,   9.32,   5.88,   2.91,   3.73,  -0.93,   8.23,  -2.50,   7.65,   2.72, -14.31,   3.74,   0.60,   6.96,  -1.65,   3.56,   5.69,  13.52,   6.33,   0.38,   7.74,   3.38,   3.39,   3.52,   0.72,   1.19,   1.61,   1.70,   2.51,   3.74
199907,  -4.43,  -0.52,   2.63,   5.67,  -6.33,  -4.05,   0.94,   1.55,  -2.04,  -3.86,  -0.44,   2.70,   6.35,   1.00,   0.71,  -5.73,  -3.13,  -1.70,   2.86,   0.39,  -0.11,   0.73,   0.93,   7.90,  -1.61,   0.32, -14.56,  -5.14,  -0.09,   4.16,   1.97,   2.01,  -6.12,  -0.30,   4.06,   4.08,   6.34,   0.66,  -0.94,   1.52,  -0.53,  -1.24,  -0.36,  -0.36,  -0.22,   2.30,  -0.41,   3.47
199908,  -7.72,  -3.41,  -8.23,  -5.43,  -3.20,  -7.65,  -5.98,  -6.74,  -6.59,  -6.42,  -7.02,  -2.28,   0.65,  -3.80,  -3.96,  -7.68,  -6.46,  -3.89,  -3.73,  -7.70,  -3.15,  -3.33,  -4.76,  -4.91,  -6.99,  -6.97,   0.55,   0.64,  -0.85,   2.29,   0.33,  -2.40,  -7.61,  -3.87,  -2.60,   4.06,  -0.28,  -7.07,  -8.65,  -3.03,  -5.53,  -8.33,  -8.10,  -3.57,  -7.45,  -5.16,  -2.63,  -5.45
199909,  -5.64,  -3.59,   2.53,  -2.93,  -4.11,   2.57,  -1.88,   0.31,  -6.65,  -4.55,  -5.37,  -0.82,  -0.24,  -4.89,  -0.41,  -7.86,  -3.77,  -4.96,  -5.59,  -5.85,  -2.91,  -3.38,  -6.92,  -4.87,  -2.05,  -5.92,  29.80,   0.78,  -5.74,  -0.13,  -2.97,   1.58,  -3.41,   1.90,   0.22,   0.65,   1.37,  -3.37,  -3.36,  -5.14,  -4.20,  -1.13,  -4.19,  -3.60,  -6.37,   0.09,  -2.17,  -3.73
199910,  -7.07,   0.69,  -4.12,   0.18, -15.36,  -2.71,  -2.71,  -0.13,  -2.77,  -0.55, -10.82,  -2.29,  -0.10,  -6.04,  -4.19,  -1.93,  -2.66,  -4.41,  -4.92,  -1.77,  -1.32,  -3.29,  -6.09,  -3.53,  -0.86,   1.53, -11.31,  -2.09,  -1.00,  -7.19,   1.77,   8.79,  -9.31,   2.63,   3.12,   5.61,   2.78,  -3.14,  -5.07,  -1.62,  -4.34,  -1.37,  -4.85,   3.18,   1.38,  -4.50,  -0.29,   0.68
199911,  -6.39,  -0.63,  -2.45,  -2.92,   8.77,  10.39,   6.53,   2.03,   1.34,  -2.35,   6.19,   8.96,  18.23,   5.17,   2.75,   5.22,   4.24,   2.35,   4.50,  -4.72,   4.61,   6.94,  -0.15,   1.88,  -0.08,  -4.99, -10.25,   2.08,  -6.43,  -1.89,  -2.90,  14.56,   5.27,  24.48,  36.15,  22.20,  14.88,   0.82,  -0.86,   1.52,   9.69,   6.67,   2.58,   0.01,  -0.65,   0.69,   1.47,   6.61
199912,  -1.08,  -2.52,   1.80,   0.28,  -7.90,  -4.09,   2.85,   6.18,   4.58,  -0.20,   8.98,   7.59,  23.62,   4.10,   3.38,   6.49,   0.96,  -1.02,   9.50,   2.90,   6.71,   8.97,   0.70,   6.63,  -5.39,   1.03,  11.50,   2.41,   3.68,   0.42,  -2.09,  19.22,   2.31,  24.34,  24.58,  20.27,  16.71,   2.28,   5.73,   2.61,   8.64,  -1.56,  -0.11,  -3.90,   0.33,  -4.05,   0.67,   9.08
200001,   4.62,   0.56,   4.11,   3.52,  12.73,   9.78,   3.20,   2.04,   2.89,  -1.16,  11.20,  17.82,  31.83,  -1.11,   2.28,   1.19,   0.18,   0.04,  -1.86,   5.65,  11.04,  18.79,   1.54,  -5.02,   1.33,  -1.04,  -9.32,   0.47,  10.13,   8.01,   2.27,   4.38,  -2.94,   5.16,  12.86,  16.62,  20.51,  -1.61,  -7.63,  -1.14,   6.89,  -4.93,   2.05,  -3.53,  -3.11,   4.00,  -2.05,   9.48
200002,  51.94,   2.05,  -2.78,  -1.65,  -6.25,   7.30,   4.10,   4.42,   5.74,   1.05,   9.38,  28.25,  63.31,   2.03,   8.09,  -5.40,   0.81,  10.03,   1.68,  12.14,  10.26,  19.74,  -1.76,  -0.77,  -3.08,  -2.62,  43.51,  -3.44,  -1.08,   4.42,  -4.83,  21.46,  -3.39,  20.65,  33.57,  45.34,  36.90,   2.13,  -1.94,   0.53,   4.61,   0.89,   1.83,  -3.96,  -2.10,  -0.58,   1.85,   3.31
200003,  -3.77,   4.96,   6.45,   0.69,  -5.18,   2.75,   0.75,  10.57,   1.27,   7.11,  -1.00,  -0.78, -16.95,   9.39,  -0.44,  -0.66,   5.07,   5.02,   1.56,   5.14,   1.94,   4.47,   4.51,   9.40,   9.36,   2.72,  -4.77,   3.27,  -7.30,  17.77,   5.59,  -3.32,   5.33,  -4.34,  -1.05,  -2.41,   1.45,   3.08,   9.33,   6.05,  -0.26,   6.54,   1.62,   1.18,   5.72,   1.84,   0.03,   5.32
200004,  -4.26,  -4.10,  -1.24,   0.27,   7.26,  -8.93,  -8.46, -10.07,  -4.33,  -3.33,  -8.44, -14.07, -15.01,  -4.83,  -2.38,  -0.46,   1.40,  -6.42,  -2.58,  -8.75,  -4.28,  -7.00,  -3.72,   7.65,   0.67,   5.77,  -4.53,  -6.40, -11.99,  -3.51,   5.20, -17.30,  -5.73, -20.73, -23.69, -12.02, -10.00,  -2.88,  -6.09,  -2.43,  -6.27,  -7.21,   0.33,  -0.48,  -4.01,  -5.66,  -2.21, -12.51
200005,  -5.00,   4.92,   0.41,   2.30,  11.27,  -6.77,  -6.35,  -4.48,  -4.59,  -7.55,  -8.39,  -4.60,  -8.75,  -3.26,  -8.64,  -6.25,  -6.12,  -3.83,  -6.21,  -6.47,  -5.41,  -6.55,  -8.50,   0.10,   3.10,  -2.34, -15.36,   1.32,   4.01,  17.09,   1.86, -13.64,  -5.69, -13.80, -15.01, -12.34,  -7.87,  -2.03,  -5.54,  -4.99,  -6.36,  -6.89,  -2.70,   0.73,   3.69,  -4.76,  -2.30,  -3.51
